id,host_id,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,availability_365
24504360,24023479,Centrum-West,Entire home/apt,220,3,13,2018-11-25,1.89,128
24504825,55156893,Oud-Oost,Entire home/apt,150,2,1,2018-07-01,0.19,0
24505163,129536828,Centrum-Oost,Private room,89,2,38,2018-12-01,5.48,163
24505638,35473792,Westerpark,Entire home/apt,66,2,14,2018-10-31,2.22,4
24506238,185129708,Centrum-West,Entire home/apt,210,1,25,2018-10-29,3.73,154
24507312,65859990,De Baarsjes - Oud-West,Entire home/apt,175,2,12,2018-08-03,1.94,0
24507891,1447164,Centrum-West,Entire home/apt,150,30,1,2018-04-24,0.13,41
24509149,7320739,De Baarsjes - Oud-West,Entire home/apt,170,3,5,2018-11-04,0.68,7
24509727,185153295,IJburg - Zeeburgereiland,Entire home/apt,99,3,1,2018-05-01,0.14,0
24514464,174417042,Watergraafsmeer,Entire home/apt,150,2,1,2018-05-20,0.15,0
24515712,71460222,Centrum-West,Entire home/apt,152,2,16,2018-08-31,2.41,0
24518056,185210293,Zuid,Entire home/apt,250,2,4,2018-07-02,0.6,70
24518354,839180,Centrum-Oost,Entire home/apt,250,2,8,2018-11-19,1.11,0
24528262,32748940,Watergraafsmeer,Entire home/apt,100,2,4,2018-08-20,0.98,0
24528823,125924874,Bijlmer-Centrum,Entire home/apt,85,2,10,2018-11-20,1.4,0
24529894,11186908,Watergraafsmeer,Entire home/apt,85,1,0,,,0
24531162,15391216,De Baarsjes - Oud-West,Entire home/apt,142,3,3,2018-08-20,0.53,18
24531525,14428319,Watergraafsmeer,Private room,99,1,29,2018-11-25,3.8,151
24531839,31723933,Bos en Lommer,Entire home/apt,149,3,9,2018-11-16,1.23,23
24533067,65859990,Zuid,Entire home/apt,175,2,3,2018-07-24,0.43,0
24533212,24441095,Geuzenveld - Slotermeer,Entire home/apt,140,9,3,2018-08-15,0.39,0
24534357,25740230,IJburg - Zeeburgereiland,Entire home/apt,285,4,1,2018-08-15,0.26,90
24534457,6196544,Centrum-Oost,Private room,80,7,1,2018-05-30,0.16,0
24535432,3032235,Oud-Oost,Entire home/apt,145,2,7,2018-09-24,1.01,5
24535614,185328828,Centrum-West,Private room,68,1,7,2018-05-11,0.93,0
24538687,70535893,IJburg - Zeeburgereiland,Private room,159,2,15,2018-11-18,3.21,358
24546362,24416286,De Pijp - Rivierenbuurt,Private room,53,3,17,2018-10-19,2.28,6
24548904,7708231,Westerpark,Private room,90,2,3,2018-06-17,0.41,0
24549542,94326584,Watergraafsmeer,Entire home/apt,225,4,2,2018-08-05,0.47,0
24549867,17632270,Westerpark,Entire home/apt,142,2,4,2018-06-18,0.56,33
24550602,11895359,Centrum-Oost,Entire home/apt,200,1,15,2018-08-18,2.16,0
24552965,10893215,Zuid,Entire home/apt,150,2,11,2018-11-22,1.49,0
24554234,1282144,Centrum-Oost,Entire home/apt,150,2,16,2018-10-23,2.14,306
24554245,185500463,De Pijp - Rivierenbuurt,Entire home/apt,150,2,5,2018-06-10,0.68,1
24556511,90127191,Centrum-West,Private room,359,3,38,2018-12-05,5.16,173
24556731,185514885,Centrum-West,Entire home/apt,200,2,7,2018-05-27,0.95,0
24564226,2480313,Watergraafsmeer,Entire home/apt,250,3,0,,,67
24565009,185603500,IJburg - Zeeburgereiland,Entire home/apt,180,2,4,2018-11-26,0.96,1
24567450,104589637,Noord-West,Private room,50,2,10,2018-12-02,1.34,14
24567873,43718573,Bos en Lommer,Entire home/apt,120,2,13,2018-12-01,1.75,7
24570182,15083531,Zuid,Entire home/apt,175,3,6,2018-11-03,0.81,169
24570681,128237865,De Pijp - Rivierenbuurt,Entire home/apt,175,3,7,2018-11-12,0.99,16
24570985,32879009,Centrum-Oost,Entire home/apt,100,3,11,2018-12-02,1.5,6
24571159,18797783,De Baarsjes - Oud-West,Entire home/apt,195,2,3,2018-10-16,0.47,35
24571176,90747703,De Baarsjes - Oud-West,Entire home/apt,130,2,8,2018-10-24,1.05,0
24573082,10890301,De Pijp - Rivierenbuurt,Entire home/apt,85,3,5,2018-10-20,1.85,60
24573484,185675742,De Baarsjes - Oud-West,Entire home/apt,155,3,4,2018-10-28,0.69,14
24576271,32880459,De Baarsjes - Oud-West,Entire home/apt,130,3,3,2018-10-27,0.46,228
24576572,21512144,Westerpark,Entire home/apt,220,3,5,2018-05-29,0.68,0
24577795,29666074,De Baarsjes - Oud-West,Entire home/apt,225,4,3,2018-10-26,0.52,0
24577848,4632845,De Baarsjes - Oud-West,Entire home/apt,275,2,1,2018-08-03,0.24,0
24578697,80434977,De Aker - Nieuw Sloten,Entire home/apt,225,1,16,2018-11-25,2.1,77
24579890,6472394,IJburg - Zeeburgereiland,Entire home/apt,170,2,7,2018-08-26,1.16,220
24582105,98213933,Westerpark,Entire home/apt,90,3,11,2018-11-12,1.59,0
24584779,46093048,Centrum-West,Entire home/apt,113,1,14,2018-10-28,1.88,0
24586376,49730648,Oud-Oost,Private room,85,2,8,2018-08-13,1.09,0
24587779,4083661,Westerpark,Entire home/apt,130,5,3,2018-10-05,0.53,1
24588541,185812973,Zuid,Entire home/apt,180,2,7,2018-10-27,0.99,0
24589263,185818757,Centrum-West,Entire home/apt,459,2,6,2018-10-06,0.83,67
24590734,8628296,De Pijp - Rivierenbuurt,Private room,140,2,41,2018-11-26,5.52,66
24590980,14229551,De Baarsjes - Oud-West,Entire home/apt,150,4,2,2018-07-03,0.32,0
24591960,185836694,De Baarsjes - Oud-West,Private room,149,1,3,2018-11-15,0.55,364
24591991,3765319,De Baarsjes - Oud-West,Entire home/apt,160,3,9,2018-10-21,1.27,31
24592446,765775,De Pijp - Rivierenbuurt,Entire home/apt,99,2,7,2018-11-16,1.46,0
24594713,5833627,Zuid,Entire home/apt,275,1,12,2018-11-19,1.79,319
24596677,185865623,Zuid,Entire home/apt,275,2,7,2018-12-05,4.77,356
24596804,178403001,Centrum-Oost,Private room,150,2,13,2018-10-28,1.76,358
24596808,185873258,Centrum-Oost,Entire home/apt,270,2,3,2018-08-25,0.45,176
24597063,7177465,Bijlmer-Oost,Entire home/apt,150,2,4,2018-07-08,0.58,24
24597558,5833627,Zuid,Entire home/apt,275,1,7,2018-12-02,1.07,312
24598744,77080427,IJburg - Zeeburgereiland,Private room,59,2,38,2018-11-25,5.25,167
24602294,18787526,Centrum-Oost,Private room,107,3,12,2018-09-24,1.86,50
24602854,76388583,Slotervaart,Entire home/apt,160,2,8,2018-11-26,1.45,0
24603567,5833627,Zuid,Entire home/apt,300,1,12,2018-11-25,1.65,302
24613083,19673390,De Baarsjes - Oud-West,Entire home/apt,145,4,3,2018-07-13,0.46,8
24613462,45123836,Centrum-West,Entire home/apt,150,2,6,2018-11-25,2.73,2
24614259,184959931,De Pijp - Rivierenbuurt,Entire home/apt,300,3,3,2018-09-17,0.69,0
24614580,186019659,Bos en Lommer,Entire home/apt,135,5,1,2018-05-25,0.15,7
24615544,66617589,Bos en Lommer,Entire home/apt,125,3,1,2018-09-17,0.37,0
24615621,129545708,Geuzenveld - Slotermeer,Entire home/apt,140,3,10,2018-11-21,1.44,327
24616103,129545708,Geuzenveld - Slotermeer,Entire home/apt,140,3,3,2018-10-14,0.47,337
24617242,129545708,Geuzenveld - Slotermeer,Entire home/apt,140,3,6,2018-08-06,0.88,332
24619792,185893691,Watergraafsmeer,Entire home/apt,110,3,12,2018-10-23,1.67,2
24620004,186057793,De Baarsjes - Oud-West,Private room,116,1,5,2018-09-30,0.71,1
24620451,90168481,Centrum-Oost,Entire home/apt,110,1,7,2018-06-15,0.97,23
24624061,85349966,Oud-Oost,Entire home/apt,90,4,5,2018-07-01,0.7,0
24625003,39118828,Zuid,Entire home/apt,150,2,0,,,296
24625136,185706527,Centrum-Oost,Private room,245,2,27,2018-11-26,3.8,218
24625552,9057143,De Pijp - Rivierenbuurt,Private room,115,2,5,2018-12-02,1.46,120
24625984,40456170,De Baarsjes - Oud-West,Entire home/apt,240,2,1,2018-05-01,0.14,10
24626798,63530556,De Baarsjes - Oud-West,Entire home/apt,298,2,4,2018-10-28,0.76,0
24626899,39961001,De Baarsjes - Oud-West,Entire home/apt,175,4,3,2018-10-28,0.47,29
24627215,4865909,De Pijp - Rivierenbuurt,Entire home/apt,150,3,2,2018-05-15,0.28,0
24628192,186119073,De Pijp - Rivierenbuurt,Private room,70,1,69,2018-12-01,9.37,18
24628385,15689702,Zuid,Entire home/apt,99,2,3,2018-10-28,0.43,61
24628631,5327999,Zuid,Entire home/apt,126,2,5,2018-07-01,0.68,249
24636804,10067442,Oud-Oost,Entire home/apt,100,2,10,2018-11-11,1.42,58
24640641,178187873,Centrum-Oost,Entire home/apt,200,7,3,2018-10-04,0.74,294
24640925,178187873,Centrum-Oost,Entire home/apt,200,7,4,2018-11-28,0.98,282
24641221,6409142,Bos en Lommer,Entire home/apt,155,3,0,,,0
24645264,7584616,Bos en Lommer,Entire home/apt,114,5,1,2018-08-24,0.29,0
24646128,14303946,IJburg - Zeeburgereiland,Private room,70,4,6,2018-08-28,0.84,65
24647832,151371725,Slotervaart,Private room,140,2,2,2018-10-21,0.29,0
24649272,32038289,Centrum-Oost,Private room,120,2,3,2018-05-27,0.43,0
24650851,3682927,Oud-Oost,Entire home/apt,150,4,3,2018-09-13,0.57,0
24651043,51287227,De Pijp - Rivierenbuurt,Private room,110,2,28,2018-12-03,4.31,117
24653318,32430037,Bijlmer-Oost,Private room,45,2,10,2018-08-16,1.34,3
24663647,186402008,Centrum-Oost,Entire home/apt,295,2,1,2018-09-17,0.37,3
24664487,110469562,De Baarsjes - Oud-West,Entire home/apt,175,2,5,2018-10-22,0.84,0
24665433,20571276,Oostelijk Havengebied - Indische Buurt,Entire home/apt,280,2,8,2018-10-14,1.34,83
24665438,22493588,De Pijp - Rivierenbuurt,Entire home/apt,150,100,3,2018-07-21,0.59,0
24667602,47611301,De Baarsjes - Oud-West,Entire home/apt,225,3,2,2018-08-27,0.51,0
24671652,157136894,IJburg - Zeeburgereiland,Entire home/apt,250,2,4,2018-10-24,0.57,10
24676403,11969034,Oostelijk Havengebied - Indische Buurt,Entire home/apt,124,2,6,2018-07-15,0.88,0
24676438,144771221,Bijlmer-Centrum,Entire home/apt,85,2,14,2018-06-30,1.94,0
24676634,28109555,Bos en Lommer,Entire home/apt,200,2,0,,,0
24682460,4267212,Noord-West,Entire home/apt,120,2,16,2018-11-25,2.39,0
24682933,47331894,De Baarsjes - Oud-West,Entire home/apt,150,4,2,2018-07-03,0.37,0
24683105,186226269,Centrum-Oost,Entire home/apt,175,3,10,2018-11-18,3.3,31
24686536,186582154,Noord-Oost,Private room,90,2,9,2018-11-11,1.3,88
24690952,25337134,Oostelijk Havengebied - Indische Buurt,Entire home/apt,130,14,4,2018-10-21,0.71,177
24692747,186614948,Zuid,Private room,180,1,10,2018-10-21,1.4,0
24695261,14090115,Oud-Oost,Entire home/apt,130,4,3,2018-06-24,0.49,0
24696642,4991635,De Baarsjes - Oud-West,Entire home/apt,165,2,2,2018-07-08,0.38,29
24702509,6119066,De Baarsjes - Oud-West,Entire home/apt,135,2,0,,,4
24706305,108812109,Oud-Noord,Entire home/apt,145,2,2,2018-08-21,0.54,0
24706890,15946789,Oud-Oost,Entire home/apt,160,3,3,2018-07-29,0.53,94
24707022,15964538,De Baarsjes - Oud-West,Entire home/apt,93,5,9,2018-08-27,1.26,28
24709129,3319955,Centrum-Oost,Entire home/apt,175,1,6,2018-10-21,0.85,0
24709132,16451115,Westerpark,Entire home/apt,225,2,3,2018-11-04,2.25,0
24711662,76572471,De Baarsjes - Oud-West,Entire home/apt,95,3,3,2018-10-18,0.58,0
24712459,102264027,Centrum-West,Entire home/apt,120,3,5,2018-11-25,1.83,0
24714023,5358493,Bos en Lommer,Entire home/apt,200,4,8,2018-08-23,1.43,0
24716449,172945735,Bijlmer-Oost,Private room,36,2,14,2018-10-22,3.23,0
24716771,186820657,Geuzenveld - Slotermeer,Private room,95,1,0,,,0
24720349,49092096,Watergraafsmeer,Entire home/apt,125,5,2,2018-06-29,0.34,74
24720862,33500317,Zuid,Entire home/apt,800,7,0,,,75
24721100,4910458,De Baarsjes - Oud-West,Entire home/apt,185,3,7,2018-07-22,1.01,0
24721967,1420406,Zuid,Entire home/apt,100,2,1,2018-05-28,0.16,49
24722040,142938758,De Baarsjes - Oud-West,Entire home/apt,145,5,1,2018-11-01,0.83,0
24722485,12188983,Oostelijk Havengebied - Indische Buurt,Entire home/apt,100,2,6,2018-08-26,0.9,0
24722661,167978765,Zuid,Entire home/apt,130,2,0,,,0
24723824,22867973,Centrum-West,Entire home/apt,250,1,16,2018-08-23,2.3,0
24725560,19011094,Westerpark,Entire home/apt,125,2,2,2018-05-12,0.27,0
24726272,11517833,Centrum-West,Entire home/apt,245,2,6,2018-09-30,0.84,23
24727826,25735043,Centrum-West,Entire home/apt,175,2,12,2018-09-10,1.73,135
24728522,186442731,De Pijp - Rivierenbuurt,Entire home/apt,160,2,4,2018-09-09,0.58,0
24730066,3718063,Oostelijk Havengebied - Indische Buurt,Entire home/apt,90,5,6,2018-11-25,1.64,17
24730685,5965308,De Pijp - Rivierenbuurt,Entire home/apt,110,2,6,2018-10-21,0.86,0
24730976,60261760,Zuid,Entire home/apt,135,3,1,2018-11-04,0.91,22
24731045,11063600,Centrum-West,Entire home/apt,121,4,0,,,10
24731980,17718954,Bos en Lommer,Entire home/apt,75,2,2,2018-07-16,0.33,3
24732648,186119073,De Pijp - Rivierenbuurt,Private room,70,1,69,2018-11-29,9.67,30
24733482,12690109,Centrum-West,Private room,75,2,25,2018-12-05,4.03,43
24733638,19404363,De Aker - Nieuw Sloten,Private room,60,1,9,2018-07-15,1.26,0
24740652,10110640,De Pijp - Rivierenbuurt,Entire home/apt,160,2,7,2018-12-01,2.56,21
24741704,65859990,Bos en Lommer,Entire home/apt,112,3,6,2018-08-30,1.45,0
24741867,8874273,Oud-Oost,Entire home/apt,89,3,7,2018-10-07,0.98,0
24742075,113977564,De Baarsjes - Oud-West,Entire home/apt,159,2,13,2018-08-22,2.13,33
24742530,187059499,Westerpark,Entire home/apt,350,2,15,2018-11-16,2.43,272
24742733,65859990,Centrum-Oost,Entire home/apt,175,2,5,2018-10-10,0.89,2
24742937,26311466,Oostelijk Havengebied - Indische Buurt,Entire home/apt,175,2,5,2018-11-01,0.75,13
24743141,460541,De Pijp - Rivierenbuurt,Entire home/apt,300,2,7,2018-11-20,1.17,22
24743192,187063316,Zuid,Entire home/apt,350,3,3,2018-08-12,0.63,0
24743846,13946511,Watergraafsmeer,Entire home/apt,119,2,5,2018-08-19,0.72,3
24744706,8700040,Watergraafsmeer,Private room,75,1,18,2018-11-11,2.49,55
24745499,187080902,Oud-Oost,Entire home/apt,180,5,2,2018-07-25,0.4,0
24746709,187090304,Centrum-West,Entire home/apt,180,4,3,2018-08-19,0.68,0
24748244,45784263,De Baarsjes - Oud-West,Private room,90,2,12,2018-09-23,1.72,22
24750820,81236679,Bos en Lommer,Entire home/apt,127,2,9,2018-11-25,1.97,141
24753026,187141417,Zuid,Entire home/apt,250,1,17,2018-08-19,2.51,87
24754043,2689628,Bos en Lommer,Entire home/apt,149,2,6,2018-07-05,0.93,0
24754201,187149802,Noord-West,Entire home/apt,1025,15,1,2018-06-05,0.16,66
24761880,1433919,Bos en Lommer,Entire home/apt,120,3,10,2018-12-03,1.44,235
24762627,33975872,De Baarsjes - Oud-West,Entire home/apt,155,5,1,2018-05-27,0.15,0
24765196,187242087,De Pijp - Rivierenbuurt,Entire home/apt,165,10,9,2018-10-07,1.35,18
24765203,8156336,De Baarsjes - Oud-West,Entire home/apt,125,3,2,2018-07-22,0.29,0
24765726,448273,De Pijp - Rivierenbuurt,Entire home/apt,222,3,9,2018-12-03,1.24,0
24766967,1094489,De Pijp - Rivierenbuurt,Private room,120,3,6,2018-11-21,2.22,61
24769524,13476825,Bos en Lommer,Entire home/apt,109,3,4,2018-11-05,0.75,11
24772269,187287592,Centrum-West,Entire home/apt,259,1,9,2018-08-16,1.23,363
24773143,104761163,De Baarsjes - Oud-West,Private room,80,3,6,2018-09-25,1.2,0
24774614,154776413,Bos en Lommer,Entire home/apt,270,3,0,,,59
24775216,24898065,Zuid,Private room,70,3,3,2018-07-28,0.59,24
24777418,6954075,Centrum-Oost,Entire home/apt,180,3,1,2018-05-21,0.15,0
24779766,187287592,Centrum-West,Entire home/apt,110,14,0,,,365
24780142,187287592,Centrum-West,Entire home/apt,290,2,0,,,365
24780410,4295618,Watergraafsmeer,Entire home/apt,130,4,1,2018-09-05,0.32,0
24785049,11690445,De Pijp - Rivierenbuurt,Entire home/apt,215,4,9,2018-09-03,1.8,71
24788104,5785440,Westerpark,Entire home/apt,95,7,3,2018-10-27,0.57,170
24788566,17565465,Oud-Oost,Entire home/apt,110,3,7,2018-08-01,1.1,0
24789201,187427736,Bijlmer-Oost,Private room,55,1,12,2018-07-22,1.69,0
24799027,187483498,Zuid,Entire home/apt,290,3,10,2018-09-17,1.73,1
24801879,35767194,Oud-Oost,Entire home/apt,120,6,2,2018-05-21,0.3,0
24804501,187524572,De Baarsjes - Oud-West,Entire home/apt,129,3,7,2018-11-25,1.09,141
24804816,4849545,Bos en Lommer,Entire home/apt,150,2,2,2018-09-19,0.31,0
24809783,21115659,Centrum-West,Entire home/apt,225,3,14,2018-10-20,2.21,85
24812307,2444143,De Baarsjes - Oud-West,Private room,45,3,13,2018-08-20,1.88,0
24812404,39600914,Slotervaart,Private room,37,1,51,2018-12-02,7.25,16
24814024,18853366,De Baarsjes - Oud-West,Entire home/apt,400,3,14,2018-10-29,2.2,63
24814553,180299294,Bos en Lommer,Entire home/apt,129,3,4,2018-06-24,0.65,0
24814721,6717871,Centrum-West,Entire home/apt,225,3,6,2018-09-15,0.87,19
24815139,9435259,Zuid,Private room,69,3,3,2018-06-23,0.44,92
24815236,35864254,De Baarsjes - Oud-West,Entire home/apt,165,2,5,2018-06-20,0.8,0
24816987,64184836,Zuid,Private room,70,2,4,2018-08-05,0.58,0
24817778,107745142,Watergraafsmeer,Entire home/apt,79,2,5,2018-12-02,0.74,3
24819794,187638728,De Pijp - Rivierenbuurt,Entire home/apt,100,4,5,2018-10-03,0.7,215
24820187,187640815,Centrum-Oost,Private room,170,2,3,2018-08-06,0.46,324
24820613,187643621,De Baarsjes - Oud-West,Entire home/apt,80,1,4,2018-11-04,0.65,6
24825456,184603032,Geuzenveld - Slotermeer,Entire home/apt,60,6,4,2018-08-05,0.82,0
24827860,28003239,De Pijp - Rivierenbuurt,Entire home/apt,180,3,14,2018-09-19,2.2,8
24830593,187711132,Westerpark,Entire home/apt,100,2,10,2018-08-25,1.65,5
24831343,107391771,Oud-Oost,Private room,155,4,6,2018-09-25,0.89,55
24837640,6311579,Centrum-Oost,Private room,130,1,32,2018-11-22,4.82,94
24840228,1354479,Centrum-West,Entire home/apt,280,28,3,2018-10-22,0.73,364
24840235,2242151,Noord-Oost,Entire home/apt,350,3,1,2018-05-13,0.14,10
24840506,18088471,De Baarsjes - Oud-West,Entire home/apt,190,3,6,2018-09-18,0.85,6
24840523,47260344,Bos en Lommer,Entire home/apt,124,3,3,2018-09-16,0.45,0
24843760,187625098,Zuid,Entire home/apt,170,3,2,2018-06-17,0.34,0
24850578,15647044,Oud-Oost,Entire home/apt,135,2,1,2018-07-15,0.21,0
24854397,6109539,Oud-Noord,Private room,95,3,35,2018-11-25,5.2,175
24854756,21690752,Oud-Noord,Entire home/apt,65,2,4,2018-07-01,0.68,0
24855185,3984496,Noord-West,Entire home/apt,130,2,12,2018-11-04,1.73,7
24859607,68835713,Oostelijk Havengebied - Indische Buurt,Entire home/apt,150,1,3,2018-07-24,0.55,41
24866002,187978238,Centrum-West,Entire home/apt,175,2,14,2018-11-26,2.02,0
24868207,39205174,Oud-Noord,Entire home/apt,200,3,3,2018-08-19,0.73,0
24868581,52734086,De Baarsjes - Oud-West,Entire home/apt,145,2,4,2018-10-08,1.02,168
24870809,5883457,Westerpark,Entire home/apt,125,2,4,2018-11-03,0.67,31
24877656,18793806,Westerpark,Entire home/apt,100,2,9,2018-11-04,1.32,10
24877903,56636855,De Pijp - Rivierenbuurt,Entire home/apt,200,3,4,2018-12-01,0.67,2
24881510,118092685,Oud-Oost,Entire home/apt,165,12,0,,,0
24882150,227909,Watergraafsmeer,Entire home/apt,120,1,17,2018-07-30,2.43,0
24883221,28968251,Westerpark,Entire home/apt,120,3,13,2018-11-25,1.95,37
24890504,12618389,Oud-Oost,Private room,75,2,17,2018-11-25,2.73,0
24890676,5664725,De Baarsjes - Oud-West,Private room,100,1,34,2018-11-25,4.9,16
24891656,5771042,De Baarsjes - Oud-West,Entire home/apt,140,2,5,2018-08-05,0.75,0
24901213,39471368,Centrum-Oost,Entire home/apt,250,2,3,2018-07-17,0.49,0
24901304,188269635,Noord-Oost,Entire home/apt,170,3,2,2018-11-27,0.37,40
24902325,129545708,Geuzenveld - Slotermeer,Entire home/apt,140,3,0,,,334
24902898,129545708,Geuzenveld - Slotermeer,Entire home/apt,140,3,6,2018-10-27,0.89,324
24903239,129545708,Geuzenveld - Slotermeer,Entire home/apt,140,3,5,2018-09-19,0.71,333
24903693,65859990,De Baarsjes - Oud-West,Entire home/apt,130,2,2,2018-07-29,0.3,0
24905269,5693083,Bos en Lommer,Entire home/apt,95,1,12,2018-11-04,2.05,83
24905998,51093524,Oud-Noord,Entire home/apt,190,2,10,2018-11-11,1.54,9
24906342,188301105,Centrum-West,Entire home/apt,250,1,15,2018-10-03,2.23,0
24906439,48782923,Centrum-Oost,Entire home/apt,200,2,4,2018-10-13,0.76,6
24906967,5184617,Centrum-West,Entire home/apt,235,2,3,2018-09-16,0.45,78
24907420,7214676,De Baarsjes - Oud-West,Entire home/apt,140,5,1,2018-06-28,0.19,0
24907583,136000556,Westerpark,Entire home/apt,245,1,9,2018-11-03,1.44,267
24908894,188319967,Centrum-Oost,Entire home/apt,150,1,3,2018-11-11,1.48,9
24910175,6311579,Centrum-West,Private room,95,1,41,2018-11-30,5.97,94
24910547,16763265,Centrum-Oost,Entire home/apt,250,5,2,2018-08-18,0.49,0
24911690,33198748,Oud-Noord,Entire home/apt,99,2,1,2018-05-21,0.15,0
24912048,6832936,De Pijp - Rivierenbuurt,Entire home/apt,135,3,3,,,10
24914535,187615049,Buitenveldert - Zuidas,Entire home/apt,185,2,0,,,0
24915775,179915931,Bos en Lommer,Entire home/apt,175,2,18,2018-11-25,2.7,23
24923528,188442781,De Pijp - Rivierenbuurt,Entire home/apt,200,2,3,2018-12-05,0.66,10
24924290,21014344,Watergraafsmeer,Entire home/apt,149,10,0,,,364
24925810,33384772,De Baarsjes - Oud-West,Entire home/apt,250,2,7,2018-11-25,1.06,0
24925891,182594,Centrum-West,Entire home/apt,200,3,10,2018-11-29,3.06,56
24926910,188461310,Centrum-Oost,Entire home/apt,601,2,3,2018-10-30,0.66,0
24928560,5876375,De Baarsjes - Oud-West,Entire home/apt,250,2,1,2018-05-18,0.15,0
24928572,11253980,Bos en Lommer,Entire home/apt,150,3,8,2018-07-30,1.24,59
24928646,188473004,De Baarsjes - Oud-West,Entire home/apt,125,1,1,2018-05-13,0.14,0
24929752,37244753,Zuid,Private room,149,3,10,2018-10-22,1.56,61
24929803,188481346,De Baarsjes - Oud-West,Entire home/apt,129,2,4,2018-10-23,0.69,36
24930287,15530883,Zuid,Private room,85,1,41,2018-12-02,5.89,203
24932880,180114522,IJburg - Zeeburgereiland,Entire home/apt,235,2,3,,,34
24934933,15530883,Zuid,Private room,79,1,26,2018-12-02,5.23,236
24938685,48649270,Centrum-West,Private room,90,2,28,2018-12-02,4.14,26
24950659,4907959,De Pijp - Rivierenbuurt,Entire home/apt,200,2,11,2018-07-30,1.62,0
24951288,188644959,Bos en Lommer,Entire home/apt,149,2,3,2018-06-01,0.46,9
24951309,8696019,De Pijp - Rivierenbuurt,Entire home/apt,165,3,9,2018-10-28,1.55,55
24953301,4313674,Bos en Lommer,Entire home/apt,100,4,2,2018-11-09,0.3,19
24954305,19373696,Westerpark,Entire home/apt,169,2,3,2018-09-16,0.82,5
24956945,188678123,De Pijp - Rivierenbuurt,Entire home/apt,150,2,2,2018-11-11,0.3,23
24957355,12022765,Centrum-West,Entire home/apt,180,1,4,2018-07-26,0.66,0
24960489,188703488,Centrum-Oost,Entire home/apt,130,2,11,2018-09-07,1.74,0
24961790,2251567,De Pijp - Rivierenbuurt,Entire home/apt,130,4,3,2018-10-28,0.43,0
24964313,188722819,De Baarsjes - Oud-West,Private room,150,2,18,2018-11-19,2.6,21
24965334,9839065,Geuzenveld - Slotermeer,Entire home/apt,115,5,3,2018-10-22,0.54,1
24978150,5022420,Noord-West,Entire home/apt,125,5,0,,,6
24978557,147385181,Oud-Noord,Private room,55,1,4,2018-11-10,0.6,22
24978840,37153835,De Pijp - Rivierenbuurt,Entire home/apt,70,2,1,2018-11-27,1.0,52
24981353,4111494,De Pijp - Rivierenbuurt,Entire home/apt,259,7,14,2018-11-30,2.31,328
24986866,86733509,Bos en Lommer,Private room,70,1,16,2018-10-24,2.29,83
24988479,2941133,IJburg - Zeeburgereiland,Entire home/apt,120,5,0,,,0
24989149,8906131,Buitenveldert - Zuidas,Entire home/apt,220,2,3,2018-08-17,0.73,2
24990200,188920280,De Pijp - Rivierenbuurt,Entire home/apt,299,2,4,2018-10-14,0.6,29
24998819,14303946,IJburg - Zeeburgereiland,Private room,100,4,4,2018-08-27,0.89,173
24999045,135527901,Bos en Lommer,Entire home/apt,199,2,12,2018-09-01,2.01,0
24999963,6813637,Bos en Lommer,Entire home/apt,165,2,2,2018-09-30,0.55,0
25001186,92482532,Centrum-Oost,Private room,158,2,1,2018-05-18,0.15,355
25002290,189005998,Centrum-Oost,Entire home/apt,250,2,12,2018-09-13,2.83,0
25003717,25335292,De Baarsjes - Oud-West,Entire home/apt,150,3,6,2018-10-02,1.02,17
25003754,19188930,De Baarsjes - Oud-West,Entire home/apt,140,2,8,2018-11-11,1.21,7
25004866,189026635,Centrum-West,Entire home/apt,300,7,11,2018-11-04,1.7,299
25005599,10268429,Westerpark,Entire home/apt,100,7,2,2018-07-31,0.33,0
25007115,189043290,Oud-Oost,Entire home/apt,195,3,4,2018-11-04,0.71,270
25007875,22801919,Oud-Oost,Private room,155,2,6,2018-09-23,0.93,0
25009793,188943873,Zuid,Entire home/apt,199,3,5,2018-11-26,2.46,21
25009895,23136163,De Pijp - Rivierenbuurt,Entire home/apt,175,2,3,2018-10-14,0.63,7
25011380,18147307,Slotervaart,Entire home/apt,103,3,9,2018-12-03,2.76,36
25012986,9165668,Centrum-West,Entire home/apt,120,4,0,,,56
25013032,4218802,Buitenveldert - Zuidas,Entire home/apt,100,2,3,2018-06-07,0.45,0
25020153,176192511,Gaasperdam - Driemond,Private room,40,1,11,2018-10-20,3.06,112
25021801,189156505,IJburg - Zeeburgereiland,Entire home/apt,225,4,6,2018-08-27,1.06,4
25022149,86365301,Noord-Oost,Entire home/apt,75,2,4,2018-08-04,0.66,0
25023128,1480859,Oud-Noord,Entire home/apt,100,3,2,2018-05-31,0.3,0
25023261,3611856,Oostelijk Havengebied - Indische Buurt,Entire home/apt,140,2,11,2018-11-12,1.91,237
25023652,21359898,Westerpark,Entire home/apt,130,1,5,2018-10-30,0.8,9
25028005,12609972,De Pijp - Rivierenbuurt,Entire home/apt,85,4,6,2018-07-18,1.07,0
25028758,12867984,IJburg - Zeeburgereiland,Entire home/apt,190,2,12,2018-11-03,1.88,16
25029057,30987201,De Pijp - Rivierenbuurt,Entire home/apt,180,2,6,2018-07-30,1.21,0
25029451,6324381,De Baarsjes - Oud-West,Entire home/apt,100,2,0,,,8
