id,host_id,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,availability_365
8361053,4557482,Westerpark,Entire home/apt,179,3,4,2017-07-28,0.15,0
8361667,24560583,De Pijp - Rivierenbuurt,Private room,90,2,7,2016-06-26,0.18,0
8362022,8859723,De Baarsjes - Oud-West,Entire home/apt,169,2,10,2018-08-06,0.3,296
8362554,44076116,De Aker - Nieuw Sloten,Entire home/apt,98,6,0,,,0
8363066,44078992,Bos en Lommer,Entire home/apt,95,2,10,2017-08-12,0.26,0
8363205,7880042,Bos en Lommer,Entire home/apt,76,7,11,2016-05-18,0.3,0
8363803,24469573,De Baarsjes - Oud-West,Entire home/apt,149,2,10,2017-09-25,0.26,0
8363948,3153331,De Baarsjes - Oud-West,Entire home/apt,119,3,12,2017-09-14,0.31,0
8365523,44090995,Centrum-Oost,Entire home/apt,125,4,13,2018-10-28,0.33,4
8368239,44106049,Oud-Oost,Private room,65,1,0,,,0
8368805,44108093,De Pijp - Rivierenbuurt,Private room,62,2,85,2018-10-14,2.24,33
8369052,44108093,De Pijp - Rivierenbuurt,Private room,62,2,124,2018-11-22,3.31,32
8375536,27610214,De Baarsjes - Oud-West,Entire home/apt,119,2,25,2018-11-04,0.67,27
8375921,1927132,Centrum-Oost,Entire home/apt,109,3,39,2018-10-08,1.06,6
8377415,44150834,Westerpark,Entire home/apt,249,1,38,2018-10-21,0.98,246
8379807,22473974,Slotervaart,Private room,250,1,0,,,0
8380662,35376227,Centrum-West,Entire home/apt,130,7,31,2018-11-27,1.03,193
8381720,9558251,De Baarsjes - Oud-West,Entire home/apt,130,2,1,2016-01-03,0.03,0
8382100,389681,De Pijp - Rivierenbuurt,Entire home/apt,115,1,0,,,0
8382524,41688475,Westerpark,Entire home/apt,99,2,15,2016-02-08,0.4,0
8382934,44175376,Centrum-West,Entire home/apt,238,2,32,2017-05-29,0.83,0
8384069,30827622,Centrum-West,Private room,65,3,107,2018-11-27,3.96,259
8385328,5290998,Noord-West,Entire home/apt,150,4,5,2018-08-11,0.13,0
8387594,15465345,Centrum-West,Private room,89,1,151,2018-11-27,3.96,13
8394961,44233591,Zuid,Entire home/apt,70,1,0,,,0
8395119,5043918,De Pijp - Rivierenbuurt,Entire home/apt,250,3,41,2018-10-22,1.07,38
8397086,21572827,Zuid,Entire home/apt,167,2,48,2018-10-08,1.4,277
8397699,19517190,De Pijp - Rivierenbuurt,Entire home/apt,60,2,0,,,0
8398522,34886244,Oostelijk Havengebied - Indische Buurt,Entire home/apt,269,2,21,2018-10-28,0.55,0
8403110,44190771,Bos en Lommer,Entire home/apt,125,3,60,2018-09-24,1.58,49
8404524,11969034,Westerpark,Entire home/apt,220,10,20,2017-05-28,0.51,0
8404826,44276280,De Baarsjes - Oud-West,Entire home/apt,120,4,9,2018-07-03,0.24,0
8405839,44281604,De Pijp - Rivierenbuurt,Entire home/apt,280,3,23,2018-08-19,0.6,50
8406764,44077047,Watergraafsmeer,Entire home/apt,60,2,0,,,0
8413298,6634269,Centrum-West,Entire home/apt,115,4,16,2018-11-04,0.42,3
8413831,13362513,De Pijp - Rivierenbuurt,Private room,41,1,1,2015-10-06,0.03,0
8413979,44318409,Centrum-West,Entire home/apt,70,2,24,2016-08-10,0.74,0
8415776,44327860,Oostelijk Havengebied - Indische Buurt,Entire home/apt,99,2,0,,,0
8416232,29036896,Oud-Oost,Entire home/apt,120,9,5,2018-04-30,0.13,19
8416865,39134453,Westerpark,Entire home/apt,150,3,5,2018-01-06,0.19,345
8417290,16146283,De Baarsjes - Oud-West,Entire home/apt,110,2,6,2016-10-10,0.17,0
8418504,44339987,De Baarsjes - Oud-West,Entire home/apt,120,2,47,2018-09-28,1.6,0
8421659,10869261,Centrum-West,Entire home/apt,200,3,28,2018-10-21,0.74,364
8421802,18826252,De Baarsjes - Oud-West,Entire home/apt,145,4,7,2018-10-08,0.37,37
8424150,44364466,Zuid,Entire home/apt,130,5,0,,,0
8432105,6332358,De Baarsjes - Oud-West,Entire home/apt,220,1,58,2018-10-21,1.5,233
8434577,11577263,Centrum-West,Private room,120,2,88,2018-11-11,2.33,167
8434745,44411468,Centrum-Oost,Entire home/apt,225,4,45,2018-11-11,1.19,354
8435418,43654764,Bos en Lommer,Entire home/apt,220,7,0,,,234
8436001,41894455,Oostelijk Havengebied - Indische Buurt,Entire home/apt,240,2,30,2017-09-01,0.8,0
8438648,37648603,De Pijp - Rivierenbuurt,Entire home/apt,120,3,2,2017-06-16,0.06,219
8450764,44482415,De Baarsjes - Oud-West,Entire home/apt,100,3,6,2018-05-22,0.17,163
8451328,44489749,De Baarsjes - Oud-West,Entire home/apt,175,4,22,2017-07-08,0.58,365
8452335,10154371,De Pijp - Rivierenbuurt,Entire home/apt,179,2,13,2018-05-01,0.33,37
8455666,39108038,Westerpark,Entire home/apt,249,3,15,2018-11-12,0.9,0
8458099,30253874,Oostelijk Havengebied - Indische Buurt,Entire home/apt,110,3,6,2017-08-01,0.21,0
8459173,5644597,Centrum-West,Entire home/apt,120,3,13,2016-05-07,0.34,0
8465843,10140766,Oud-Noord,Entire home/apt,115,2,42,2018-11-18,1.14,53
8466783,7002893,Centrum-Oost,Entire home/apt,163,2,8,2018-03-25,0.21,0
8467413,20861789,De Pijp - Rivierenbuurt,Entire home/apt,140,2,42,2018-09-19,1.1,193
8468804,6925102,Bos en Lommer,Private room,90,3,40,2018-06-10,1.05,0
8469388,20897719,Centrum-West,Private room,95,2,256,2018-11-21,6.59,75
8473160,16257681,Westerpark,Private room,90,1,107,2018-11-17,3.28,327
8475898,40697891,De Baarsjes - Oud-West,Entire home/apt,119,2,28,2018-11-03,0.72,59
8476036,44248198,De Baarsjes - Oud-West,Entire home/apt,105,6,35,2017-10-21,0.92,32
8476396,9398124,Centrum-Oost,Entire home/apt,80,3,12,2017-10-15,0.37,84
8477466,43567226,Westerpark,Entire home/apt,140,3,15,2018-01-02,0.39,23
8479567,44658782,Bos en Lommer,Entire home/apt,80,2,2,2016-07-10,0.06,0
8480664,33280968,Oud-Oost,Entire home/apt,90,4,9,2017-06-27,0.28,0
8482209,44672343,Zuid,Entire home/apt,159,2,1,2015-09-27,0.03,0
8482327,44672635,Zuid,Entire home/apt,225,4,8,2018-08-03,0.25,96
8484166,19272242,Zuid,Entire home/apt,180,2,8,2018-11-04,2.64,329
8490817,44718293,Centrum-West,Private room,140,2,56,2018-09-23,1.44,0
8491307,44720337,Oud-Oost,Entire home/apt,110,4,2,2015-11-01,0.05,0
8493433,44729160,Centrum-West,Entire home/apt,125,5,7,2017-05-12,0.18,0
8493516,31640810,Centrum-Oost,Entire home/apt,98,3,2,2015-11-16,0.05,0
8493548,14662797,Buitenveldert - Zuidas,Entire home/apt,150,5,6,2017-09-19,0.16,0
8494215,6409277,Oostelijk Havengebied - Indische Buurt,Private room,50,1,0,,,0
8494216,1829492,Centrum-West,Entire home/apt,150,30,0,,,364
8494318,33892342,Oostelijk Havengebied - Indische Buurt,Entire home/apt,100,3,2,2016-05-08,0.05,0
8495988,1940039,De Baarsjes - Oud-West,Private room,56,1,0,,,0
8496081,44741071,De Baarsjes - Oud-West,Entire home/apt,90,2,6,2017-10-26,0.17,0
8501567,4077809,Zuid,Entire home/apt,95,2,2,2017-01-01,0.05,0
8502436,13776905,Centrum-Oost,Entire home/apt,119,3,48,2018-09-05,1.23,92
8502593,14837099,De Pijp - Rivierenbuurt,Entire home/apt,150,4,17,2018-11-24,0.68,4
8502797,44773278,De Pijp - Rivierenbuurt,Entire home/apt,155,2,0,,,0
8509154,3051202,Zuid,Entire home/apt,150,1,6,2017-01-01,0.15,0
8510444,8953423,De Pijp - Rivierenbuurt,Entire home/apt,199,3,6,2016-07-25,0.18,21
8510602,44733272,Bos en Lommer,Entire home/apt,175,2,30,2018-08-18,0.78,0
8511647,1156411,Westerpark,Entire home/apt,144,2,19,2018-09-09,0.98,0
8513183,37690050,De Baarsjes - Oud-West,Entire home/apt,114,2,12,2018-09-20,0.33,2
8513567,2540184,De Pijp - Rivierenbuurt,Private room,94,3,151,2018-11-25,5.82,293
8515188,36452400,IJburg - Zeeburgereiland,Entire home/apt,149,3,19,2018-08-19,0.58,3
8517502,44110336,Zuid,Entire home/apt,125,3,9,2018-06-22,0.49,0
8519451,44858618,Zuid,Entire home/apt,125,4,3,2017-09-17,0.08,0
8525725,44893668,Oud-Oost,Entire home/apt,70,1,1,2016-01-01,0.03,0
8526572,5379475,Centrum-West,Private room,175,14,4,2018-10-18,0.1,365
8527440,31856062,De Pijp - Rivierenbuurt,Entire home/apt,89,4,3,2015-10-24,0.08,0
8527621,17825355,Oostelijk Havengebied - Indische Buurt,Entire home/apt,100,1,24,2018-07-15,0.62,0
8528103,4211248,De Baarsjes - Oud-West,Private room,54,3,59,2018-11-27,1.54,182
8528299,7817130,Zuid,Entire home/apt,220,2,35,2018-10-22,1.03,62
8532903,11556461,Centrum-Oost,Entire home/apt,308,2,47,2018-11-17,1.22,153
8534886,29522221,Centrum-West,Entire home/apt,154,7,8,2018-11-08,0.26,173
8535626,17160542,Oud-Noord,Entire home/apt,180,5,7,2018-08-26,0.18,0
8537748,18582090,De Pijp - Rivierenbuurt,Entire home/apt,99,2,13,2018-06-10,0.33,0
8543134,5576236,De Pijp - Rivierenbuurt,Entire home/apt,109,2,28,2017-08-27,0.73,0
8544739,44983267,Watergraafsmeer,Entire home/apt,159,1,3,2016-05-08,0.08,0
8544815,7594884,Oostelijk Havengebied - Indische Buurt,Entire home/apt,69,3,20,2018-11-26,0.52,21
8545420,25732098,Bos en Lommer,Entire home/apt,53,4,1,2016-07-11,0.03,0
8547177,6366457,De Pijp - Rivierenbuurt,Private room,150,3,20,2017-10-31,0.74,0
8549247,29150607,De Pijp - Rivierenbuurt,Entire home/apt,200,4,4,2018-11-25,0.1,23
8550764,45010627,Westerpark,Entire home/apt,99,6,11,2018-09-17,0.29,13
8551630,10496065,De Baarsjes - Oud-West,Entire home/apt,295,2,24,2018-10-29,0.73,7
8551961,27658042,Westerpark,Entire home/apt,120,4,3,2016-02-25,0.08,0
8559394,16195941,Buitenveldert - Zuidas,Private room,95,2,161,2018-11-04,5.17,162
8560237,9599929,Oud-Oost,Private room,85,2,39,2018-11-04,1.91,67
8562459,2868130,Bos en Lommer,Entire home/apt,107,3,14,2017-08-21,0.37,0
8562801,5924599,Oostelijk Havengebied - Indische Buurt,Private room,99,3,25,2018-07-27,0.88,222
8563820,3744884,Westerpark,Entire home/apt,125,2,32,2018-08-19,0.86,0
8564806,43884993,De Pijp - Rivierenbuurt,Entire home/apt,95,3,11,2018-05-23,0.29,0
8568886,45096883,De Pijp - Rivierenbuurt,Entire home/apt,350,6,27,2017-09-20,0.76,0
8573087,45120637,Centrum-West,Entire home/apt,500,1,13,2016-05-07,0.34,0
8573112,2895016,Oud-Oost,Private room,100,3,84,2018-11-18,2.2,336
8573716,44836907,Zuid,Entire home/apt,145,1,1,2015-10-19,0.03,0
8577592,13907890,Buitenveldert - Zuidas,Entire home/apt,80,5,11,2017-11-13,0.29,6
8579704,13468912,Watergraafsmeer,Entire home/apt,132,2,33,2018-07-28,0.85,2
8581083,6248265,De Baarsjes - Oud-West,Entire home/apt,109,5,17,2018-09-10,0.46,233
8584764,9657860,De Pijp - Rivierenbuurt,Entire home/apt,100,3,7,2018-08-11,0.19,0
8584779,21318571,Centrum-West,Entire home/apt,137,18,5,2018-03-18,0.18,0
8585470,281918,De Baarsjes - Oud-West,Entire home/apt,130,5,9,2018-01-01,0.24,0
8586146,45188006,De Baarsjes - Oud-West,Entire home/apt,295,2,49,2018-10-07,1.3,53
8586673,10257071,Centrum-West,Entire home/apt,99,2,5,2018-09-17,0.13,0
8586795,21512484,De Baarsjes - Oud-West,Entire home/apt,150,2,9,2018-01-02,0.23,0
8590437,45209241,Oostelijk Havengebied - Indische Buurt,Entire home/apt,100,4,19,2018-08-14,0.53,0
8590976,41783099,IJburg - Zeeburgereiland,Entire home/apt,172,1,0,,,0
8591687,20358179,Centrum-West,Private room,99,3,234,2018-11-21,6.05,240
8599501,6323770,Slotervaart,Private room,91,1,11,2017-10-22,0.34,0
8601086,22253409,Centrum-West,Entire home/apt,360,3,2,2016-06-28,0.06,338
8601253,1464510,Oud-Oost,Entire home/apt,84,2,19,2018-10-05,0.5,15
8601476,19081812,Centrum-Oost,Private room,37,3,4,2016-02-29,0.11,0
8604221,4901980,Centrum-Oost,Entire home/apt,95,1,0,,,0
8604798,16838987,De Baarsjes - Oud-West,Private room,70,2,7,2016-08-28,0.19,0
8604803,45272777,De Pijp - Rivierenbuurt,Entire home/apt,90,6,6,2018-09-10,0.19,0
8606255,45274296,Zuid,Private room,75,3,201,2018-12-01,5.22,76
8606301,3308502,Oud-Noord,Private room,95,5,16,2016-09-12,0.46,0
8606715,45281110,Oostelijk Havengebied - Indische Buurt,Entire home/apt,65,3,5,2018-06-30,0.13,0
8607603,8711187,Oostelijk Havengebied - Indische Buurt,Entire home/apt,120,1,47,2018-09-22,1.21,333
8609137,44761912,Centrum-Oost,Entire home/apt,150,6,3,2016-06-27,0.09,0
8610793,7839991,De Pijp - Rivierenbuurt,Entire home/apt,150,7,0,,,0
8618260,14183886,Westerpark,Entire home/apt,280,3,3,2015-11-17,0.08,0
8618487,32323845,Noord-West,Entire home/apt,100,1,5,2018-08-11,0.14,339
8618563,32195553,Centrum-West,Entire home/apt,100,2,12,2018-11-23,0.37,9
8624407,18010257,Bos en Lommer,Entire home/apt,115,3,20,2018-08-19,0.53,0
8625086,10011913,Centrum-Oost,Entire home/apt,130,8,15,2018-10-15,0.39,22
8628820,14941618,Zuid,Entire home/apt,100,2,0,,,0
8629015,45383935,Watergraafsmeer,Entire home/apt,200,2,0,,,0
8637530,11700829,Centrum-West,Entire home/apt,225,7,0,,,0
8638312,5397978,Zuid,Private room,119,1,13,2018-10-22,0.34,362
8638872,22228462,Watergraafsmeer,Entire home/apt,125,2,23,2018-11-18,0.68,42
8640292,45425600,Bos en Lommer,Private room,90,3,47,2018-12-02,1.27,1
8641456,23748264,Oostelijk Havengebied - Indische Buurt,Private room,50,1,101,2018-11-11,2.65,342
8641579,15465345,Centrum-West,Private room,79,1,138,2018-11-27,3.62,17
8642036,15465345,Centrum-West,Private room,179,1,168,2018-11-25,4.53,279
8642711,6275649,Oostelijk Havengebied - Indische Buurt,Entire home/apt,200,3,5,2018-05-09,0.18,0
8642796,5280794,De Baarsjes - Oud-West,Entire home/apt,119,2,3,2018-11-19,0.85,8
8643316,45437640,De Pijp - Rivierenbuurt,Private room,70,10,1,2016-01-09,0.03,0
8644656,32400196,Centrum-Oost,Entire home/apt,179,2,22,2018-11-25,0.62,17
8645335,45445988,Oud-Oost,Private room,126,2,62,2018-10-21,1.6,170
8648306,19724990,Oostelijk Havengebied - Indische Buurt,Entire home/apt,220,3,1,2015-10-26,0.03,0
8650253,333463,Westerpark,Entire home/apt,100,3,38,2018-10-11,1.02,8
8650287,92194,Oostelijk Havengebied - Indische Buurt,Entire home/apt,149,5,10,2018-08-13,0.27,196
8650747,27260479,Westerpark,Entire home/apt,120,2,8,2016-10-03,0.21,0
8657220,2963123,Oostelijk Havengebied - Indische Buurt,Entire home/apt,299,2,9,2018-10-21,0.29,0
8658785,15599176,De Baarsjes - Oud-West,Entire home/apt,190,2,53,2018-11-13,1.4,353
8659596,2694878,De Baarsjes - Oud-West,Entire home/apt,200,1,1,2015-10-18,0.03,0
8660262,15905757,De Pijp - Rivierenbuurt,Private room,79,2,165,2018-11-25,4.26,255
8660693,40003206,Watergraafsmeer,Entire home/apt,70,2,11,2018-11-25,0.57,5
8660698,45507360,De Pijp - Rivierenbuurt,Private room,95,3,231,2018-12-03,6.01,56
8662759,41285605,IJburg - Zeeburgereiland,Entire home/apt,125,4,5,2018-07-02,0.13,5
8663020,45515352,Buitenveldert - Zuidas,Entire home/apt,65,5,1,2018-11-22,1.0,4
8666460,14776951,De Pijp - Rivierenbuurt,Entire home/apt,120,2,51,2018-11-18,1.36,6
8666722,2610167,De Pijp - Rivierenbuurt,Entire home/apt,107,5,3,2015-11-10,0.08,0
8675811,11714074,Noord-Oost,Entire home/apt,80,2,0,,,0
8677142,373226,Centrum-West,Entire home/apt,110,3,7,2018-11-10,0.24,0
8681273,45588903,Bos en Lommer,Entire home/apt,200,2,57,2018-10-22,1.48,143
8692855,7575360,De Baarsjes - Oud-West,Entire home/apt,120,2,38,2018-11-17,1.07,9
8693265,45641998,Zuid,Entire home/apt,350,3,35,2018-11-13,0.95,348
8693789,19588958,Centrum-Oost,Private room,155,3,55,2018-11-29,1.48,142
8694219,13270719,Noord-West,Private room,118,1,29,2018-10-21,0.86,8
8694687,8956501,Westerpark,Private room,84,1,308,2018-11-18,8.27,128
8695152,45650856,De Baarsjes - Oud-West,Entire home/apt,98,2,27,2018-06-20,0.71,0
8699686,38595705,IJburg - Zeeburgereiland,Entire home/apt,150,2,20,2017-07-31,0.53,0
8699885,39154347,De Baarsjes - Oud-West,Entire home/apt,79,4,9,2016-08-16,0.26,0
8699956,20928992,Oostelijk Havengebied - Indische Buurt,Entire home/apt,130,2,3,2016-11-13,0.1,0
8700800,45657684,Westerpark,Entire home/apt,110,3,13,2018-09-10,0.62,1
8706862,31137920,Centrum-Oost,Entire home/apt,307,3,45,2018-12-02,1.22,50
8707883,5646772,IJburg - Zeeburgereiland,Entire home/apt,190,4,1,2016-01-02,0.03,0
8708962,35843761,De Baarsjes - Oud-West,Entire home/apt,130,2,2,2015-11-27,0.05,0
8710031,18010814,De Pijp - Rivierenbuurt,Entire home/apt,125,2,2,2015-12-07,0.05,0
8710593,2265168,Slotervaart,Private room,87,2,9,2018-04-22,0.28,0
8710938,21074433,Centrum-Oost,Entire home/apt,350,2,17,2018-10-07,0.52,0
8712479,9923157,Slotervaart,Entire home/apt,80,2,2,2018-09-30,0.09,0
8712754,11969034,Centrum-West,Entire home/apt,174,4,19,2016-06-02,0.5,0
8714969,3466926,De Baarsjes - Oud-West,Entire home/apt,170,5,4,2018-10-08,0.15,0
8717725,44109675,Oostelijk Havengebied - Indische Buurt,Entire home/apt,93,2,1,2015-11-29,0.03,0
8718157,12221010,De Pijp - Rivierenbuurt,Private room,115,1,0,,,0
8724186,6938729,Bos en Lommer,Entire home/apt,120,3,20,2016-09-18,0.56,0
8725253,14925699,De Baarsjes - Oud-West,Entire home/apt,185,1,33,2017-06-11,0.87,35
8725786,14191211,Oud-Oost,Entire home/apt,179,1,42,2018-09-03,1.28,0
8726116,20737966,Bos en Lommer,Private room,80,2,42,2018-12-03,1.09,33
8726513,45796513,Watergraafsmeer,Entire home/apt,70,3,30,2018-01-01,1.01,0
8728088,44016703,Centrum-West,Entire home/apt,370,2,10,2018-06-22,0.27,340
8728493,45803924,Westerpark,Entire home/apt,120,2,42,2018-08-17,1.14,7
8732160,14148025,Bos en Lommer,Entire home/apt,104,2,19,2018-10-05,0.71,0
8732784,32473964,Westerpark,Private room,65,1,1,2015-10-19,0.03,0
8735101,40803171,Westerpark,Entire home/apt,86,3,6,2017-07-22,0.16,0
8735176,5253136,De Pijp - Rivierenbuurt,Entire home/apt,150,2,27,2018-11-04,0.75,66
8736069,42111235,De Baarsjes - Oud-West,Entire home/apt,200,3,32,2018-08-08,0.83,149
8736220,10095764,Zuid,Entire home/apt,150,2,32,2018-07-09,0.84,174
8736866,45837677,De Baarsjes - Oud-West,Entire home/apt,115,2,5,2016-10-16,0.13,0
8737418,45840436,De Pijp - Rivierenbuurt,Entire home/apt,125,2,2,2018-09-06,0.13,0
8743652,3115518,Bos en Lommer,Entire home/apt,95,1,45,2018-10-10,1.18,7
8744580,3644637,Oud-Oost,Entire home/apt,108,2,22,2018-08-23,0.58,0
8744921,44152155,De Baarsjes - Oud-West,Entire home/apt,85,3,5,2017-09-24,0.2,0
8746809,9124929,Centrum-Oost,Entire home/apt,245,5,7,2018-10-08,0.47,279
8747785,45885062,Centrum-West,Private room,130,2,36,2018-10-10,0.94,1
8749341,45891368,Centrum-Oost,Private room,67,2,176,2018-12-02,4.7,248
8750833,15503879,Zuid,Private room,210,3,5,2018-05-08,0.17,364
8753569,13802470,De Baarsjes - Oud-West,Entire home/apt,100,3,33,2018-11-25,0.87,3
8754550,41708903,Oud-Oost,Entire home/apt,150,3,51,2018-11-05,1.37,156
8755764,15936417,Oud-Oost,Entire home/apt,159,2,6,2018-11-10,2.65,12
8756654,2368759,Watergraafsmeer,Entire home/apt,75,2,23,2016-12-29,0.61,34
8758025,29172832,De Baarsjes - Oud-West,Entire home/apt,100,2,24,2018-11-22,0.63,0
8759061,45641998,Zuid,Private room,270,2,6,2018-09-28,0.21,348
8759098,45934042,Centrum-Oost,Entire home/apt,199,2,30,2018-10-21,0.79,45
8759643,45936182,Oostelijk Havengebied - Indische Buurt,Entire home/apt,100,3,30,2018-10-23,0.94,0
8761483,45944613,Oud-Noord,Private room,85,2,1,2018-01-15,0.09,0
8761735,44753121,De Baarsjes - Oud-West,Entire home/apt,69,1,3,2017-02-07,0.08,0
8764643,24685718,Oostelijk Havengebied - Indische Buurt,Entire home/apt,100,2,2,2017-10-23,0.14,0
8766627,37788359,Oostelijk Havengebied - Indische Buurt,Private room,150,1,0,,,81
8767009,17720304,Westerpark,Entire home/apt,100,1,4,2016-02-01,0.1,0
8767206,13934198,Bos en Lommer,Private room,104,1,31,2018-10-07,0.85,84
8767747,15751922,Westerpark,Entire home/apt,149,3,24,2017-09-28,0.76,0
8769385,14331244,Westerpark,Entire home/apt,100,1,8,2017-10-15,0.22,0
8770120,3150708,Bos en Lommer,Entire home/apt,95,2,23,2018-06-15,0.64,5
8771976,5937829,Oud-Oost,Entire home/apt,80,21,8,2018-06-17,0.21,35
8775746,26777432,De Pijp - Rivierenbuurt,Entire home/apt,100,1,29,2018-09-08,0.87,0
8776335,46005114,Osdorp,Entire home/apt,130,2,19,2017-12-03,0.5,0
8776772,45917375,Centrum-Oost,Entire home/apt,250,6,9,2018-08-31,0.24,362
8778725,46017070,Oostelijk Havengebied - Indische Buurt,Private room,80,1,88,2018-11-11,2.3,360
8779675,46021159,De Baarsjes - Oud-West,Entire home/apt,220,3,16,2018-11-13,1.21,0
8781478,32951587,Bos en Lommer,Private room,55,1,36,2018-07-31,1.01,293
8786196,45641998,Centrum-West,Entire home/apt,290,3,11,2018-09-15,0.34,340
8786641,1464510,Bos en Lommer,Entire home/apt,109,3,16,2017-08-14,0.43,0
8787889,46058130,De Baarsjes - Oud-West,Entire home/apt,121,2,8,2017-08-19,0.26,0
8788403,46060395,Oud-Oost,Entire home/apt,129,14,5,2016-09-12,0.13,0
8789423,46064520,De Baarsjes - Oud-West,Shared room,80,2,25,2018-09-17,0.66,308
8789996,4172093,Centrum-Oost,Entire home/apt,200,3,22,2018-09-14,0.65,35
8791943,8589751,De Baarsjes - Oud-West,Entire home/apt,95,2,19,2018-08-20,0.5,0
8792547,33634007,Geuzenveld - Slotermeer,Private room,85,2,64,2018-11-25,1.79,83
8792777,46076562,Oud-Noord,Entire home/apt,160,2,40,2018-08-20,1.22,144
8795012,15895871,Bos en Lommer,Entire home/apt,165,3,16,2017-03-13,0.42,0
8798384,46104716,Watergraafsmeer,Entire home/apt,90,2,8,2017-08-26,0.24,199
8803098,14667606,Centrum-Oost,Entire home/apt,120,2,9,2017-12-04,0.25,0
8805345,46135700,Zuid,Entire home/apt,50,1,0,,,0
8805782,1221888,Zuid,Entire home/apt,120,2,4,2016-05-28,0.11,0
8807992,26688955,Centrum-Oost,Entire home/apt,250,2,38,2018-09-23,1.0,17
8808299,46148113,Centrum-West,Private room,107,2,159,2018-12-02,4.17,16
8809467,46017070,Oostelijk Havengebied - Indische Buurt,Private room,60,1,200,2018-12-02,5.23,356
8811372,46161497,Centrum-West,Entire home/apt,385,2,65,2018-10-31,1.7,361
8819278,46198951,De Baarsjes - Oud-West,Entire home/apt,120,7,27,2018-09-09,0.71,0
8819606,46200693,De Pijp - Rivierenbuurt,Entire home/apt,125,2,16,2016-11-19,0.55,0
8820418,6026343,De Baarsjes - Oud-West,Entire home/apt,120,2,2,2016-10-17,0.08,0
8820770,46205874,Bijlmer-Centrum,Private room,65,1,0,,,0
8823444,20103810,Zuid,Entire home/apt,125,2,30,2018-11-18,0.81,2
8824574,46197921,Zuid,Entire home/apt,120,3,4,2015-10-29,0.1,0
8826432,25503705,Oud-Oost,Entire home/apt,108,2,17,2018-03-26,1.1,0
8828368,12544530,Oostelijk Havengebied - Indische Buurt,Entire home/apt,135,2,13,2018-09-19,0.39,340
8833187,4867832,Centrum-Oost,Entire home/apt,125,2,19,2018-07-16,0.62,66
8835156,46272896,Oud-Oost,Entire home/apt,115,2,17,2018-11-25,0.45,0
8837071,13034277,De Baarsjes - Oud-West,Entire home/apt,140,2,1,2016-01-01,0.03,0
8839396,13294104,Bos en Lommer,Entire home/apt,110,2,14,2018-06-17,0.43,0
8840501,25984010,De Pijp - Rivierenbuurt,Private room,100,2,0,,,0
8843219,10054580,De Baarsjes - Oud-West,Entire home/apt,99,2,3,2015-11-02,0.08,14
8843914,9489931,De Baarsjes - Oud-West,Entire home/apt,140,2,195,2018-11-21,5.2,37
8854011,44487712,Centrum-West,Entire home/apt,160,2,35,2018-09-20,0.92,38
8854214,46359471,Westerpark,Entire home/apt,125,2,15,2018-12-03,0.42,0
8855268,1313397,Osdorp,Private room,62,2,2,2015-11-01,0.05,0
8855570,13969786,De Baarsjes - Oud-West,Entire home/apt,349,2,19,2016-12-31,0.52,100
8857282,11073873,Bos en Lommer,Entire home/apt,113,1,5,2016-09-18,0.16,0
8857288,5021556,Centrum-Oost,Entire home/apt,250,4,19,2018-11-16,0.55,0
8861651,46388706,De Pijp - Rivierenbuurt,Entire home/apt,150,1,10,2017-06-25,0.27,0
8862802,46394341,De Pijp - Rivierenbuurt,Entire home/apt,150,2,2,2016-08-07,0.05,0
8863794,45096883,De Pijp - Rivierenbuurt,Entire home/apt,120,2,1,2015-11-25,0.03,0
8866137,7031530,De Baarsjes - Oud-West,Entire home/apt,500,4,8,2018-05-01,0.22,88
8872533,17669453,De Baarsjes - Oud-West,Entire home/apt,129,2,1,2015-10-22,0.03,35
8873233,46440965,Oud-Oost,Entire home/apt,170,3,35,2018-11-04,1.02,308
8873466,46442052,De Baarsjes - Oud-West,Entire home/apt,109,2,3,2016-05-28,0.1,0
8874073,46444589,Centrum-Oost,Entire home/apt,149,2,16,2017-06-18,0.45,0
8875611,5644597,Centrum-West,Entire home/apt,120,3,4,2016-04-27,0.11,0
8876071,14150525,De Pijp - Rivierenbuurt,Entire home/apt,225,2,28,2018-04-29,0.77,15
8877094,4519705,Watergraafsmeer,Private room,85,2,25,2018-11-25,0.66,19
8879262,15553129,Bos en Lommer,Private room,40,1,1,2015-10-18,0.03,0
8880426,46470111,De Baarsjes - Oud-West,Entire home/apt,210,3,1,2015-11-08,0.03,0
8880891,46470111,De Baarsjes - Oud-West,Private room,64,3,1,2016-05-31,0.03,0
8880908,14183444,De Baarsjes - Oud-West,Entire home/apt,200,2,61,2018-10-22,1.64,61
8883361,11701506,Westerpark,Entire home/apt,81,5,2,2018-09-17,0.1,0
8893580,46528989,Westerpark,Entire home/apt,210,2,26,2018-08-12,0.7,0
8895465,2328711,Watergraafsmeer,Entire home/apt,148,4,9,2017-08-14,0.29,0
8896501,13166320,Westerpark,Entire home/apt,145,2,11,2016-06-19,0.29,14
8897613,46545782,Oostelijk Havengebied - Indische Buurt,Entire home/apt,90,2,4,2015-11-25,0.11,0
8902074,46564004,Centrum-Oost,Private room,130,3,112,2018-11-04,3.11,95
8904351,22078736,Bos en Lommer,Entire home/apt,69,3,62,2018-05-14,1.64,0
